@relation training
@attribute tsb real
@attribute ctl real
@attribute atl real
@attribute class {normal, overtrained, undertrained}
@data
1.1630136066816452E-7,1.385204000042854E-7,2.2219039336120873E-8,undertrained
7.477777646135855E-6,2.214183710344816E-5,1.4664059457312306E-5,normal
-0.18081405904241343,0.3026877323618712,0.4835017914042846,overtrained
8.791949041603511E-8,1.1010169190718855E-7,2.2182201491153442E-8,undertrained
4.0579573498578344E-6,3.6787538196236714E-5,3.272958084637888E-5,normal
-0.15589997831322377,0.24452591157828824,0.400425889891512,overtrained
7.4932607502798E-8,9.590566450129682E-8,2.0973056998498826E-8,undertrained
9.390257900520218E-6,1.61556205167042E-5,6.765362616183982E-6,normal
-0.11764033781176977,0.19649514773133178,0.31413548554310156,overtrained
9.722139242099913E-8,1.1803232267367814E-7,2.0810930252679E-8,undertrained
1.3301759994946516E-5,3.0573131820896694E-5,1.7271371825950178E-5,normal
-0.3682825121087727,0.44569607818990054,0.8139785902986733,overtrained
1.336382570124839E-7,1.5562802119915573E-7,2.1989764186671845E-8,undertrained
5.2831028851563035E-6,2.3003574440832626E-5,1.7720471555676322E-5,normal
-0.13312305801071425,0.2401602794069332,0.37328333741764747,overtrained
2.0410071133270162E-7,3.060113522327083E-7,1.0191064090000666E-7,undertrained
1.1493776434893333E-5,2.138230331778742E-5,9.888526882894087E-6,normal
-0.2391364486927433,0.5431848390559063,0.7823212877486496,overtrained
9.140081223998379E-8,1.1284566422417456E-7,2.144485198419078E-8,undertrained
5.145131661823754E-6,1.5164149622233829E-5,1.0019017960410074E-5,normal
-0.2736875024557004,0.2791992723800555,0.5528867748357559,overtrained
9.93744771850055E-8,1.215016902619692E-7,2.21272130769637E-8,undertrained
1.1136513242912883E-5,2.3323962371438427E-5,1.2187449128525544E-5,normal
-0.3481698046094571,0.5271420960902761,0.8753119006997332,overtrained
1.3358399168292466E-7,1.548528369034443E-7,2.1268845220519628E-8,undertrained
4.879024854072851E-6,1.4895238087069303E-5,1.0016213232996453E-5,normal
-0.3022400556103365,0.41772350773588485,0.7199635633462214,overtrained
2.838733077712497E-7,3.057753557927738E-7,2.19020480215241E-8,undertrained
3.620648933679981E-6,3.150704998976375E-5,2.7886401056083766E-5,normal
-0.14615567212404357,0.2674530327429843,0.4136087048670279,overtrained
2.567018039111087E-7,2.7811774000521556E-7,2.1415936094106853E-8,undertrained
4.666454286770373E-6,1.340113571116527E-5,8.734681424394897E-6,normal
-0.2727110599166495,0.39166280514090507,0.6643738650575546,overtrained
1.122758018228661E-7,1.3399917376852347E-7,2.172337194565737E-8,undertrained
8.090706645970777E-6,1.6832749888410927E-5,8.74204324244015E-6,normal
-0.21228511109297704,0.24723013219576034,0.4595152432887374,overtrained
1.6451922607947778E-7,1.8584871053370963E-7,2.1329484454231858E-8,undertrained
1.3056636196557527E-5,3.748670356412405E-5,2.443006736756652E-5,normal
-0.3898035955605761,0.48368637720829544,0.8734899727688715,overtrained
8.451619257424945E-8,1.0635814693182513E-7,2.1841954357575683E-8,undertrained
5.253247711745083E-6,1.3746317207647985E-5,8.493069495902902E-6,normal
-0.1192478968004271,0.18700245506273797,0.30625035186316507,overtrained
1.8694447564543258E-7,2.079449830403943E-7,2.1000507394961728E-8,undertrained
9.29279036850528E-6,1.9133235612618582E-5,9.840445244113303E-6,normal
-0.08070456101876505,0.3720857008966633,0.45279026191542837,overtrained
1.312244543137366E-7,1.535967188595619E-7,2.2372264545825296E-8,undertrained
8.03074385946353E-6,2.246544881283711E-5,1.443470495337358E-5,normal
-0.13889561515470428,0.2867109836286842,0.42560659878338847,overtrained
2.3197347268903367E-7,2.5373319815597677E-7,2.1759725466943108E-8,undertrained
5.407354669415411E-6,1.9848779820051693E-5,1.4441425150636282E-5,normal
-0.28762223465537323,0.4248249493269169,0.7124471839822901,overtrained
2.1158428401133255E-7,2.3313622726195246E-7,2.1551943250619918E-8,undertrained
9.567913215391896E-6,4.10754445954405E-5,3.150753138004861E-5,normal
-0.18314251740335075,0.2805412330202467,0.46368375042359744,overtrained
1.6192062772975164E-7,2.6316132782256135E-7,1.0124070009280971E-7,undertrained
8.12367817163634E-6,2.604102909226187E-5,1.791735092062553E-5,normal
-0.19742020587932618,0.25644130195302434,0.4538615078323505,overtrained
9.815913615166288E-8,1.1957476082028776E-7,2.141562466862489E-8,undertrained
9.374750245843785E-6,2.7536784974334406E-5,1.816203472849062E-5,normal
-0.15484834582310036,0.30537587396447696,0.4602242197875773,overtrained
1.8110701197607865E-7,2.033351389783737E-7,2.2228127002295062E-8,undertrained
9.296116493521334E-6,1.9103224261286946E-5,9.807107767765612E-6,normal
-0.24637718923683144,0.46455978290465666,0.7109369721414881,overtrained
5.2716651679454684E-8,7.395285348824158E-8,2.1236201808786895E-8,undertrained
7.821415647343265E-6,1.6316764670491915E-5,8.49534902314865E-6,normal
-0.23581063920670875,0.4339739634728562,0.669784602679565,overtrained
1.7450722628949645E-7,1.9516298153731196E-7,2.065575524781551E-8,undertrained
4.926065802044552E-6,1.5009406721393055E-5,1.0083340919348504E-5,normal
-0.21180931802271985,0.33925737158617664,0.5510666896088965,overtrained
9.800571735110563E-8,1.1999834818359847E-7,2.1992630832492844E-8,undertrained
1.1924232983289013E-5,2.9089401353232586E-5,1.7165168369943573E-5,normal
-0.13137262285762163,0.27617204330149514,0.4075446661591168,overtrained
1.471695750033697E-7,1.6846262701807138E-7,2.12930520147017E-8,undertrained
2.6032516445561267E-6,3.3445780941805264E-5,3.084252929724914E-5,normal
-0.13943168781493276,0.2852601454977026,0.4246918333126354,overtrained
1.3959482249571647E-7,1.6057259789565122E-7,2.0977775399934748E-8,undertrained
4.5654984547177125E-6,1.0996337970393396E-5,6.430839515675683E-6,normal
-0.3420854855027825,0.4357528110109371,0.7778382965137196,overtrained
1.2214683370104284E-7,1.4359637523716186E-7,2.1449541536119015E-8,undertrained
4.8341706998809676E-6,1.7249753188743457E-5,1.241558248886249E-5,normal
-0.26447890088454085,0.3967673247083533,0.6612462255928941,overtrained
1.5252581792650899E-7,1.7326447412886252E-7,2.073865620235353E-8,undertrained
6.332672385797635E-6,1.6140774722883388E-5,9.808102337085752E-6,normal
-0.13606274498947518,0.2805617453671894,0.4166244903566646,overtrained
1.200946244548218E-7,1.4230520504729973E-7,2.221058059247792E-8,undertrained
7.360091228433342E-6,1.984336427203467E-5,1.2483273043601327E-5,normal
-0.21908196744561298,0.3828440403339786,0.6019260077795916,overtrained
9.950854376389204E-8,1.2061505793231018E-7,2.110651416841815E-8,undertrained
1.3484532040768502E-5,2.774153107344953E-5,1.4256999032681028E-5,normal
-0.1866436210679165,0.29023245928937674,0.47687608035729323,overtrained
1.6184088303273777E-7,1.8374933383893203E-7,2.1908450806194274E-8,undertrained
2.530309371461326E-6,9.211831696172338E-6,6.681522324711012E-6,normal
-0.2788138166068699,0.2602879205482629,0.5391017371551328,overtrained
4.9641545903737084E-8,7.043069864045313E-8,2.0789152736716045E-8,undertrained
6.62100956466595E-6,1.6324061631303717E-5,9.703052066637767E-6,normal
-0.22336596309339385,0.33900836531974465,0.5623743284131385,overtrained
7.343257255780031E-8,9.495559527902879E-8,2.1523022721228475E-8,undertrained
5.750517689001363E-6,1.574693417761482E-5,9.996416488613456E-6,normal
-0.13612384903409497,0.25154613476697363,0.3876699838010686,overtrained
7.771201364402074E-8,9.934261099185846E-8,2.1630597347837714E-8,undertrained
-3.5493550724807386E-8,2.0761011316123328E-5,2.0796504866848135E-5,normal
-0.2907563665090933,0.2971007252865334,0.5878570917956267,overtrained
7.315825246911152E-8,9.449989019810919E-8,2.134163772899768E-8,undertrained
9.601358072387264E-6,1.9324046924961584E-5,9.72268885257432E-6,normal
-0.09012095340401793,0.22923636811947273,0.31935732152349067,overtrained
1.2347979337885132E-7,1.446120634891571E-7,2.1132270110305776E-8,undertrained
1.1319241624351194E-6,2.1374998363982596E-5,2.0243074201547476E-5,normal
-0.30828894340073093,0.48015360793295897,0.7884425513336899,overtrained
6.48904186713069E-8,8.598161661878825E-8,2.109119794748135E-8,undertrained
9.094949031201537E-6,2.8881407887959828E-5,1.978645885675829E-5,normal
-0.15154630317347456,0.30905690107701056,0.4606032042504851,overtrained
4.050789758940374E-8,6.209180635635749E-8,2.1583908766953755E-8,undertrained
1.024076708558571E-5,1.8609236220686726E-5,8.368469135101016E-6,normal
-0.1839206153546562,0.2461450916874533,0.4300657070421095,overtrained
4.573845557969754E-8,6.639301398795314E-8,2.06545584082556E-8,undertrained
8.206825670968056E-6,1.697746116130223E-5,8.770635490334174E-6,normal
-0.20309445375964996,0.2313102048878436,0.43440465864749356,overtrained
7.617100159511045E-8,9.80459000935599E-8,2.187489849844944E-8,undertrained
1.0564654314336834E-5,2.3012570762062964E-5,1.244791644772613E-5,normal
-0.21613546279829488,0.3060780060914432,0.5222134688897381,overtrained
1.4613161626847568E-7,1.6714978498884794E-7,2.1018168720372247E-8,undertrained
2.045200737897557E-5,3.820483929362331E-5,1.775283191464774E-5,normal
-0.10829108835675383,0.3080649735556801,0.4163560619124339,overtrained
1.7230061802417752E-7,1.9406569692762498E-7,2.1765078903447454E-8,undertrained
4.2181880467232795E-6,1.4222636334551238E-5,1.0004448287827958E-5,normal
-0.24603699052146244,0.281925875760103,0.5279628662815654,overtrained
1.0025839016615898E-7,1.2121683756984121E-7,2.0958447403682236E-8,undertrained
2.511509205751546E-6,2.0188260454807075E-5,1.767675124905553E-5,normal
-0.35089649075586227,0.3514185355255981,0.7023150262814604,overtrained
9.52971551804679E-8,1.1686229039407865E-7,2.156513521361075E-8,undertrained
1.0120894692701478E-5,2.792437286880757E-5,1.780347817610609E-5,normal
-0.11972929150899742,0.3679257223279456,0.48765501383694304,overtrained
1.4831120691333227E-7,1.7026346477534011E-7,2.1952257862007844E-8,undertrained
9.764251565954867E-6,1.8470066698532732E-5,8.705815132577864E-6,normal
-0.13881164132312845,0.2983412563147555,0.43715289763788395,overtrained
9.525456365835066E-8,1.1604851339802122E-7,2.079394973967057E-8,undertrained
5.32486510395192E-6,1.940620658574161E-5,1.408134148178969E-5,normal
-0.3025760879747169,0.410255725017187,0.7128318129919039,overtrained
1.5534383968097935E-7,1.7771573685629858E-7,2.2371897175319234E-8,undertrained
4.8953563185151865E-6,1.4721338783950397E-5,9.82598246543521E-6,normal
-0.14923206725321575,0.2695983386720652,0.4188304059252809,overtrained
1.3310085413242055E-7,1.5381063459711833E-7,2.0709780464697797E-8,undertrained
1.2979404273116401E-5,2.2637352423642675E-5,9.657948150526273E-6,normal
-0.12423867983695674,0.21675947999577921,0.34099815983273596,overtrained
8.290744027791071E-8,1.0363710733137555E-7,2.0729667053464843E-8,undertrained
6.4152585578543874E-6,1.8573650021550695E-5,1.2158391463696307E-5,normal
-0.13401482661389072,0.2392496678328054,0.3732644944466961,overtrained
1.4272663565538884E-7,1.6510796460159597E-7,2.2381328946207137E-8,undertrained
1.226937028695748E-5,2.654788258694666E-5,1.427851229998918E-5,normal
-0.2124707636980092,0.4302028134265047,0.6426735771245139,overtrained
1.480629108315592E-7,1.6917784550866205E-7,2.1114934677102845E-8,undertrained
4.436178833845379E-6,2.7851860688097854E-5,2.3415681854252475E-5,normal
-0.14086404535207064,0.2840819048555999,0.42494595020767056,overtrained
1.005594233441576E-7,1.2214251448484094E-7,2.1583091140683326E-8,undertrained
8.694232787033395E-6,1.916300838054297E-5,1.0468775593509575E-5,normal
-0.170087963295264,0.3177101169754728,0.4877980802707368,overtrained
5.563720316080725E-8,7.722811635744657E-8,2.1590913196639324E-8,undertrained
1.0408130398096142E-6,2.1869101961641946E-5,2.0828288921832332E-5,normal
-0.18911596201044006,0.3528349695755501,0.5419509315859902,overtrained
1.6514818675861563E-7,1.8612379438179573E-7,2.097560762318011E-8,undertrained
7.3911268925180835E-6,3.125946084096993E-5,2.3868333948451848E-5,normal
-0.40462467611444386,0.3372581554126929,0.7418828315271367,overtrained
9.737852797580961E-8,1.1838457368676575E-7,2.1006045710956136E-8,undertrained
1.1526629805062089E-5,2.3718913977123106E-5,1.2192284172061018E-5,normal
-0.2510509029192808,0.24435322574167473,0.4954041286609555,overtrained
1.4258916621957296E-7,2.450624957445172E-7,1.024733295249442E-7,undertrained
1.4435834785349929E-5,3.5501934392611913E-5,2.1066099607261984E-5,normal
-0.21640858995846896,0.36123326188572175,0.5776418518441907,overtrained
1.5259312097204782E-7,1.7424670197011428E-7,2.165358099806647E-8,undertrained
6.631246613673958E-6,1.2952437841453363E-5,6.321191227779404E-6,normal
-0.1299381451484955,0.2953945503604618,0.4253326955089573,overtrained
8.883336260768607E-8,1.1072487930317051E-7,2.189151669548445E-8,undertrained
4.741413883601166E-6,1.5174736904747776E-5,1.043332302114661E-5,normal
-0.2066503123617328,0.41492022304903664,0.6215705354107695,overtrained
1.357450348070258E-7,2.3832826127166362E-7,1.0258322646463783E-7,undertrained
9.74511291139993E-6,2.4786313175292847E-5,1.5041200263892917E-5,normal
-0.23448269804005833,0.27640799572215774,0.5108906937622161,overtrained
1.5059360663221529E-7,1.7235877112917938E-7,2.1765164496964103E-8,undertrained
1.210433009377653E-5,3.0184798858278364E-5,1.8080468764501835E-5,normal
-0.31715746944598605,0.4426410758320853,0.7597985452780713,overtrained
7.524011697821104E-8,9.757773741056457E-8,2.2337620432353538E-8,undertrained
7.673715680575434E-6,2.860191428789565E-5,2.0928198607320216E-5,normal
-0.3865556077792699,0.5259558264340995,0.9125114342133694,overtrained
1.472994086522108E-7,2.488356627714359E-7,1.0153625411922507E-7,undertrained
9.672710957782858E-6,2.7966114757598887E-5,1.829340379981603E-5,normal
-0.13099280688128923,0.22659219772890798,0.3575850046101972,overtrained
1.2969058896727304E-7,1.5060899720491957E-7,2.0918408237646535E-8,undertrained
1.3538888638543821E-5,3.085527329645302E-5,1.73163846579092E-5,normal
-0.13501346936098574,0.3065525188172006,0.4415659881781863,overtrained
1.0449152342635824E-7,1.259067346583847E-7,2.1415211232026476E-8,undertrained
8.576120913324692E-6,2.0898001441107374E-5,1.2321880527782682E-5,normal
-0.23928334166072462,0.32788625591834597,0.5671695975790706,overtrained
1.7485885114869473E-7,1.9632959373814524E-7,2.1470742589450494E-8,undertrained
9.718365303732038E-6,2.7072676659130567E-5,1.735431135539853E-5,normal
-0.27016395938040816,0.3682085271544028,0.6383724865348109,overtrained
1.0904973050026409E-7,1.30896461866872E-7,2.184673136660792E-8,undertrained
4.570789799734313E-6,1.428523521703594E-5,9.714445417301628E-6,normal
-0.2499096327282611,0.34246648251488904,0.5923761152431501,overtrained
7.45659566900152E-8,9.658627626898708E-8,2.2020319578971872E-8,undertrained
1.0197332315934198E-5,2.8380453056578E-5,1.8183120740643803E-5,normal
-0.23461748996640674,0.4017389400862128,0.6363564300526195,overtrained
1.967020261310341E-7,2.182274045098806E-7,2.1525378378846514E-8,undertrained
9.451358247107457E-6,1.918374503194811E-5,9.732386784840654E-6,normal
-0.12501002327151223,0.3174903342870408,0.44250035755855305,overtrained
2.03963200073429E-7,2.256919286649856E-7,2.1728728591556592E-8,undertrained
1.2766624934709836E-5,2.4901667777333295E-5,1.213504284262346E-5,normal
-0.15112114758198514,0.33977040079682636,0.4908915483788115,overtrained
1.2559164846765562E-7,1.4686130021585582E-7,2.1269651748200196E-8,undertrained
6.9678465169615605E-6,1.96992868415556E-5,1.273144032459404E-5,normal
-0.2674940614181448,0.3450465456171714,0.6125406070353162,overtrained
1.0790625193459048E-7,1.3006739199558544E-7,2.2161140060994966E-8,undertrained
3.2315548679139447E-6,1.3437451365520872E-5,1.0205896497606927E-5,normal
-0.18383241757286156,0.329406159133487,0.5132385767063485,overtrained
1.3708385626944176E-7,1.59143466647079E-7,2.205961037763723E-8,undertrained
1.973532058569864E-6,8.487892987493785E-6,6.514360928923921E-6,normal
-0.2923570227119299,0.32126343627970505,0.613620458991635,overtrained
2.0296686611567896E-7,2.2406379608602894E-7,2.109692997034999E-8,undertrained
7.352911905400579E-6,1.9682022817390002E-5,1.2329110911989423E-5,normal
-0.3448806205665634,0.3101280023485768,0.6550086229151402,overtrained
1.230822454538483E-7,1.4429061831523112E-7,2.1208372861382807E-8,undertrained
1.6279426739676766E-5,2.455605889825359E-5,8.276632158576825E-6,normal
-0.2043873171900304,0.27501918108051493,0.4794064982705453,overtrained
9.695329695692713E-8,1.1770429641899566E-7,2.075099946206853E-8,undertrained
3.244060054591157E-6,2.0808611860570583E-5,1.7564551805979426E-5,normal
-0.31186805853904964,0.5198697621342825,0.8317378206733321,overtrained
9.720625158891891E-8,1.1811642022042747E-7,2.091016863150855E-8,undertrained
6.3250598142409435E-6,1.4760215860261326E-5,8.435156046020382E-6,normal
-0.2610263271120651,0.4352035529808247,0.6962298800928898,overtrained
1.4565672036732397E-7,1.6784915183141393E-7,2.2192431464089947E-8,undertrained
7.643704254141413E-6,1.6173166317101878E-5,8.529462062960465E-6,normal
-0.2103410190703483,0.3263184840643979,0.5366595031347462,overtrained
6.249881033437235E-8,8.382287298632345E-8,2.1324062651951095E-8,undertrained
1.1773114906634133E-5,2.0189635201139005E-5,8.416520294504871E-6,normal
-0.21286868433398828,0.22173461644849932,0.4346033007824876,overtrained
1.1446837604135387E-7,2.1613789569274835E-7,1.0166951965139447E-7,undertrained
1.840820407933105E-5,3.356417902989256E-5,1.515597495056151E-5,normal
-0.30591678141679884,0.28036867952606587,0.5862854609428647,overtrained
1.0404544499190487E-7,2.062285559353571E-7,1.0218311094345224E-7,undertrained
-2.414253133417284E-7,4.0121199473779465E-5,4.036262478712119E-5,normal
-0.22100239055662585,0.34510721943858746,0.5661096099952133,overtrained
1.7363125375404847E-7,1.9573999801883467E-7,2.210874426478621E-8,undertrained
2.3431381015070412E-6,2.4464505118448284E-5,2.2121367016941243E-5,normal
-0.1855000386373289,0.5112276381099223,0.6967276767472512,overtrained
1.8084862230921108E-7,2.025060144137563E-7,2.1657392104545213E-8,undertrained
6.231860888425119E-6,1.8630075392894198E-5,1.2398214504469079E-5,normal
-0.2565644188671151,0.45034451567034506,0.7069089345374602,overtrained
1.5904547714802133E-7,1.812638204558709E-7,2.2218343307849576E-8,undertrained
9.037755223627525E-6,1.9331331814876734E-5,1.029357659124921E-5,normal
-0.23792182026333764,0.34890174916217676,0.5868235694255144,overtrained
6.506014293360942E-8,8.68249122464733E-8,2.1764769312863877E-8,undertrained
6.377190577924595E-6,1.2696129122373516E-5,6.318938544448921E-6,normal
-0.16371936858836533,0.3741853383840348,0.5379047069724001,overtrained
9.654280660142742E-8,1.988621233971134E-7,1.0231931679568597E-7,undertrained
7.683551000149877E-6,1.7663616680903862E-5,9.980065680753985E-6,normal
-0.4136750496984684,0.48012604843218704,0.8938010981306554,overtrained
2.072943510550959E-7,2.2848123317211515E-7,2.1186882117019248E-8,undertrained
5.098385855801318E-6,2.6235588575591716E-5,2.1137202719790398E-5,normal
-0.13365711501471433,0.2553052564513612,0.38896237146607554,overtrained
1.1286672535284884E-7,1.3376560854478273E-7,2.0898883191933884E-8,undertrained
7.583989911916035E-6,1.31302072283103E-5,5.546217316394265E-6,normal
-0.21799918656143652,0.35896954867596736,0.5769687352374039,overtrained
9.406641702228777E-8,1.1516372554966503E-7,2.109730852737726E-8,undertrained
8.942104134783097E-6,2.3812954651360664E-5,1.4870850516577566E-5,normal
-0.2464585236824663,0.4080230522550344,0.6544815759375007,overtrained
8.251216213910086E-8,1.0330142919946914E-7,2.0789267060368284E-8,undertrained
1.1365368217680605E-5,1.994437952456311E-5,8.579011306882505E-6,normal
-0.09129533395406036,0.28969510346588967,0.38099043741995003,overtrained
7.456701097742495E-8,9.551897293388937E-8,2.0951961956464418E-8,undertrained
9.380631120031397E-6,1.9134190259710795E-5,9.753559139679398E-6,normal
-0.11623819497345417,0.32513908471386294,0.4413772796873171,overtrained
1.2389581824336762E-7,1.4527769309557545E-7,2.1381874852207837E-8,undertrained
